TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2015M06,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M07,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,4",
2015M08,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,86",
2015M09,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,41",
2015M10,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,35",
2015M11,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,24",
2015M12,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,49",
2016M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,54",
2016M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,54",
2016M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,87",
2016M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,12",
2016M05,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,14",
2016M06,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,38",
2016M07,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,91",
2016M08,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,81",
2016M09,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,24",
2016M10,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,49",
2016M11,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,87",
2016M12,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,61",
2017M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,05",
2017M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,68",
2017M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,83",
2017M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,92",
2017M05,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,67",
2017M06,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,18",
2017M07,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,28",
2017M08,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,5",
2017M09,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,05",
2017M10,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,04",
2017M11,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,08",
2017M12,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,24",
2018M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,32",
2018M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,54",
2018M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,58",
2018M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,91",
2018M05,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,33",
2018M06,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,18",
2018M07,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,45",
2018M08,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,07",
2018M09,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,7",
2018M10,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,52",
2018M11,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,17",
2018M12,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,44",
2019M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,66",
2019M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,82",
2019M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,51",
2019M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,9",
2019M05,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,27",
2019M06,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,13",
2019M07,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,73",
2019M08,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,32",
2019M09,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,86",
2019M10,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,83",
2019M11,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,77",
2019M12,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,43",
2020M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,7",
2020M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,04",
2020M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,96",
2020M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,77",
2020M05,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,79",
2020M06,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,09",
2020M07,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,87",
2020M08,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,39",
2020M09,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,25",
2020M10,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,14",
2020M11,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,69",
2020M12,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,15",
2021M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,38",
2021M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,48",
2021M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,56",
2021M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,34",
2021M05,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,17",
2021M06,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,36",
2021M07,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,89",
2021M08,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,63",
2021M09,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,25",
2021M10,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,4",
2021M11,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,86",
2021M12,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,99",
2022M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,09",
2022M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,85",
2022M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,35",
2022M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,58",
2015M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,79",
2015M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,35",
2015M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,43",
2015M05,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,52",
2015M06,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,01",
2015M07,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,81",
2015M08,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,57",
2015M09,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,81",
2015M10,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,84",
2015M11,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,8",
2015M12,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,08",
2016M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,44",
2016M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,82",
2016M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,93",
2016M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,3",
2016M05,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,78",
2016M06,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,29",
2016M07,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,37",
2016M08,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,3",
2016M09,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,09",
2016M10,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,57",
2016M11,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,79",
2016M12,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,01",
2017M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,18",
2017M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,19",
2017M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,3",
2017M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,13",
2017M05,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,71",
2017M06,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,51",
2017M07,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,44",
2017M08,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,89",
2017M09,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,17",
2017M10,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,9",
2017M11,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,99",
2017M12,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,06",
2018M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,104,
2018M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,14",
2018M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,11",
2018M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,21",
2018M05,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,6",
2018M06,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,58",
2018M07,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,59",
2018M08,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,07",
2018M09,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,4",
2018M10,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,98",
2018M11,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,04",
2018M12,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,03",
2019M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,36",
2019M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,54",
2019M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,77",
2019M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,72",
2019M05,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,89",
2019M06,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,78",
2019M07,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,07",
2019M08,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,06",
2019M09,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,51",
2019M10,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,05",
2019M11,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,74",
2019M12,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,99",
2020M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,73",
2020M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,65",
2020M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,95",
2020M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,66",
2020M05,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,39",
2020M06,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,88",
2020M07,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,78",
2020M08,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,44",
2020M09,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,51",
2020M10,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,78",
2020M11,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,56",
2020M12,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,28",
2021M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,39",
2021M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,78",
2021M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,32",
2021M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,71",
2021M05,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,26",
2021M06,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,68",
2021M07,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,83",
2021M08,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,09",
2021M09,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,36",
2021M10,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,96",
2021M11,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,24",
2021M12,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,08",
2022M01,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,62",
2022M02,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,33",
2022M03,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,15",
2022M04,Austria,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,53",
2015M01,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,3",
2015M02,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,3",
2015M03,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,2",
2015M04,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,7",
2015M05,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,6",
2015M06,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,8",
2015M07,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,6",
2015M08,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,9",
2015M09,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,6",
2015M10,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M11,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,6",
2015M12,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,4",
2016M01,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,6",
2016M02,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,2",
2016M03,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,6",
2016M04,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,1",
2016M05,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,1",
2016M06,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,4",
2016M07,Poland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,9",
